1,2,2019-10-27
1,9,2019-10-27
1,10,2019-10-27
1,14,2019-10-27
1,16,2019-10-27
1,25,2019-10-27
1,26,2019-10-27
1,29,2019-10-27
1,33,2019-10-27
2,35,2019-10-27
2,37,2019-10-27
2,45,2019-10-27
2,47,2019-10-27
2,54,2019-10-27
2,59,2019-10-27
2,60,2019-10-27
2,64,2019-10-27
2,74,2019-10-27
3,93,2019-10-27
3,94,2019-10-27
3,106,2019-10-27
3,110,2019-10-27
3,111,2019-10-27
3,115,2019-10-27
3,117,2019-10-27
3,124,2019-10-27
3,134,2019-10-27
3,149,2019-10-27
1,1,2019-10-27
1,3,2019-10-27
1,4,2019-10-27
1,5,2019-10-27
1,6,2019-10-27
1,7,2019-10-27
1,8,2019-10-27
1,11,2019-10-27
1,12,2019-10-27
1,13,2019-10-27
1,15,2019-10-27
1,17,2019-10-27
1,18,2019-10-27
1,19,2019-10-27
1,20,2019-10-27
1,21,2019-10-27
1,22,2019-10-27
1,23,2019-10-27
1,24,2019-10-27
1,27,2019-10-27
1,28,2019-10-27
1,30,2019-10-27
1,31,2019-10-27
1,32,2019-10-27
1,34,2019-10-27
1,36,2019-10-27
1,38,2019-10-27
1,39,2019-10-27
1,40,2019-10-27
1,41,2019-10-27
1,42,2019-10-27
1,43,2019-10-27
1,44,2019-10-27
1,46,2019-10-27
1,48,2019-10-27
1,49,2019-10-27
1,50,2019-10-27
1,51,2019-10-27
1,52,2019-10-27
1,53,2019-10-27
2,55,2019-10-27
2,56,2019-10-27
2,57,2019-10-27
2,58,2019-10-27
2,61,2019-10-27
2,62,2019-10-27
2,63,2019-10-27
2,65,2019-10-27
2,66,2019-10-27
2,67,2019-10-27
2,68,2019-10-27
2,69,2019-10-27
2,70,2019-10-27
2,71,2019-10-27
2,72,2019-10-27
2,73,2019-10-27
2,75,2019-10-27
2,76,2019-10-27
2,77,2019-10-27
2,78,2019-10-27
2,79,2019-10-27
2,80,2019-10-27
2,81,2019-10-27
2,82,2019-10-27
2,83,2019-10-27
2,84,2019-10-27
2,85,2019-10-27
2,86,2019-10-27
2,87,2019-10-27
2,88,2019-10-27
2,89,2019-10-27
2,90,2019-10-27
2,91,2019-10-27
2,92,2019-10-27
2,95,2019-10-27
2,96,2019-10-27
2,97,2019-10-27
2,98,2019-10-27
2,99,2019-10-27
2,100,2019-10-27
3,101,2019-10-27
3,102,2019-10-27
3,103,2019-10-27
3,104,2019-10-27
3,105,2019-10-27
3,107,2019-10-27
3,108,2019-10-27
3,109,2019-10-27
3,112,2019-10-27
3,113,2019-10-27
3,114,2019-10-27
3,116,2019-10-27
3,118,2019-10-27
3,119,2019-10-27
3,120,2019-10-27
3,121,2019-10-27
3,122,2019-10-27
3,123,2019-10-27
3,125,2019-10-27
3,126,2019-10-27
3,127,2019-10-27
3,128,2019-10-27
3,129,2019-10-27
3,130,2019-10-27
3,131,2019-10-27
3,132,2019-10-27
3,133,2019-10-27
3,135,2019-10-27
3,136,2019-10-27
3,137,2019-10-27
3,138,2019-10-27
3,139,2019-10-27
3,140,2019-10-27
3,141,2019-10-27
3,142,2019-10-27
3,143,2019-10-27
3,144,2019-10-27
3,145,2019-10-27
3,146,2019-10-27
3,147,2019-10-27
3,148,2019-10-27
3,150,2019-10-27
